domain,problem,heuristic,recursionLevel,searchTimeM,planLengthM,expandedStatesM,expandedStatesGlobalM,expandedStatesLocalM,searchMessagesM,heuristicRequestMessagesM,heuristicReplyMessagesM,totalMessagesM,globalSearchTimeM,localSearchTimeM,globalHeuristicTimeM,localHeuristicTimeM,otherHeuristicTimeM
benchmarks/rovers,benchmarks/rovers/p10.pddl,PPsaFF-sync,-1,    991.8, 43.1,    876.5,     0.0,      0.0,    115.5,   1673.6,   1674.3,    3463.4,   170.60,    0.0,    636.7,      0.0,   107.4
benchmarks/rovers,benchmarks/rovers/p11.pddl,FF, 0,    632.8, 42.9,    586.3,     0.0,      0.0,     33.9,      0.0,      0.0,      33.9,    45.80,    0.0,    854.6,      0.0,     4.0
benchmarks/rovers,benchmarks/rovers/p11.pddl,PPsaFF-glcl,-1,    407.2, 43.0,   1711.5,   357.3,   1354.4,    112.4,    722.2,    721.9,    1556.5,     8.80,   66.9,    120.0,    393.0,    16.6
benchmarks/rovers,benchmarks/rovers/p11.pddl,PPsaFF-sync,-1,    800.6, 42.9,    463.0,     0.0,      0.0,     53.9,    695.7,    696.3,    1445.9,   137.50,    0.0,    521.4,      0.0,   121.1
benchmarks/rovers,benchmarks/rovers/p12.pddl,FF, 0,    440.2, 34.4,    462.3,     0.0,      0.0,     32.5,      0.0,      0.0,      32.5,    29.60,    0.0,    547.8,      0.0,     4.4
benchmarks/rovers,benchmarks/rovers/p12.pddl,PPsaFF-glcl,-1,    381.7, 29.7,    565.8,    66.8,    499.2,     49.7,    138.4,    135.8,     323.9,     2.70,   29.0,     85.1,    468.8,     7.9
benchmarks/rovers,benchmarks/rovers/p12.pddl,PPsaFF-sync,-1,    568.8, 28.4,    467.7,     0.0,      0.0,     56.9,    668.8,    669.1,    1394.8,    81.00,    0.0,    355.1,      0.0,   105.7
benchmarks/rovers,benchmarks/rovers/p13.pddl,FF, 0,    953.2, 61.4,   1368.6,     0.0,      0.0,     59.7,      0.0,      0.0,      59.7,    61.20,    0.0,    788.3,      0.0,     9.5
benchmarks/rovers,benchmarks/rovers/p13.pddl,PPsaFF-glcl,-1,   1231.3, 55.6,   4655.0,  1045.8,   3611.5,    444.0,   2597.8,   2597.9,    5639.7,    17.80,   78.1,    226.7,    535.6,    17.9
benchmarks/rovers,benchmarks/rovers/p13.pddl,PPsaFF-sync,-1,    841.3, 60.3,   1891.5,     0.0,      0.0,    319.0,   3901.4,   3901.5,    8121.9,   186.50,    0.0,    485.2,      0.0,    81.1
benchmarks/rovers,benchmarks/rovers/p14.pddl,FF, 0,   1330.6, 45.3,   1349.5,     0.0,      0.0,     38.5,      0.0,      0.0,      38.5,    70.90,    0.0,   1163.7,      0.0,    10.9
benchmarks/rovers,benchmarks/rovers/p14.pddl,PPsaFF-glcl,-1,    664.0, 41.0,   5328.2,  1105.8,   4223.5,    177.4,   1606.2,   1605.4,    3389.0,    20.60,   94.3,    207.1,    548.0,    25.9
benchmarks/rovers,benchmarks/rovers/p14.pddl,PPsaFF-sync,-1,    856.8, 41.5,    983.5,     0.0,      0.0,     60.1,   1369.5,   1369.7,    2799.3,   163.50,    0.0,    513.5,      0.0,   135.3
benchmarks/rovers,benchmarks/rovers/p15.pddl,FF, 0,    676.9, 55.2,   1217.1,     0.0,      0.0,     51.1,      0.0,      0.0,      51.1,    52.20,    0.0,    661.7,      0.0,     6.6
benchmarks/rovers,benchmarks/rovers/p15.pddl,PPsaFF-glcl,-1,    823.7, 53.7,   3440.3,   878.3,   2564.4,    268.6,   2389.0,   2389.5,    5047.1,    13.90,   55.4,    171.4,    339.0,    12.8
benchmarks/rovers,benchmarks/rovers/p15.pddl,PPsaFF-sync,-1,    699.9, 61.4,   1470.1,     0.0,      0.0,    157.4,   3585.8,   3585.8,    7329.0,   195.20,    0.0,    495.0,      0.0,    58.9
benchmarks/rovers,benchmarks/rovers/p16.pddl,FF, 0,   1259.8, 62.9,   1723.6,     0.0,      0.0,    136.5,      0.0,      0.0,     136.5,    68.80,    0.0,   1399.4,      0.0,     6.7
benchmarks/rovers,benchmarks/rovers/p16.pddl,PPsaFF-glcl,-1,    967.3, 53.9,   4865.5,   938.9,   3928.5,    492.4,   2029.8,   2029.8,    4552.0,    15.50,   76.7,    196.0,    562.1,    16.9
benchmarks/rovers,benchmarks/rovers/p16.pddl,PPsaFF-sync,-1,   1342.3, 56.5,   1870.6,     0.0,      0.0,    231.3,   3411.9,   3412.1,    7055.3,   224.30,    0.0,    748.0,      0.0,   119.6
benchmarks/rovers,benchmarks/rovers/p17.pddl,FF, 0,   1629.1, 78.9,   3516.1,     0.0,      0.0,    130.2,      0.0,      0.0,     130.2,   138.90,    0.0,   1352.6,      0.0,    19.6
benchmarks/rovers,benchmarks/rovers/p17.pddl,PPsaFF-glcl,-1,   1996.4, 75.3,   6692.9,   735.7,   5959.3,    324.5,   2470.3,   2470.5,    5265.3,    11.30,  126.4,    226.1,   1035.1,    26.6
benchmarks/rovers,benchmarks/rovers/p17.pddl,PPsaFF-sync,-1,   3290.9, 69.0,   5789.9,     0.0,      0.0,    311.9,  12293.7,  12295.2,   24900.8,   504.20,    0.0,   1670.2,      0.0,   483.1
benchmarks/rovers,benchmarks/rovers/p18.pddl,FF, 0,   3950.0, 90.5,   8953.5,     0.0,      0.0,    450.0,      0.0,      0.0,     450.0,   254.50,    0.0,   2720.9,      0.0,    26.2
benchmarks/rovers,benchmarks/rovers/p18.pddl,PPsaFF-glcl,-1,   3897.3, 63.4,  24076.1,  3534.7,  20546.0,   1598.2,  11486.2,  11484.0,   24568.4,    33.00,  227.5,    681.2,   2797.3,    44.9
benchmarks/rovers,benchmarks/rovers/p18.pddl,PPsaFF-sync,-1,   4716.8, 71.1,   8247.6,     0.0,      0.0,    555.3,  17519.6,  17519.8,   35594.7,   745.90,    0.0,   2579.1,      0.0,   536.2
benchmarks/rovers,benchmarks/rovers/p19.pddl,FF, 0,   5688.5,110.8,  17891.2,     0.0,      0.0,    504.8,      0.0,      0.0,     504.8,   286.50,    0.0,   3894.4,      0.0,    27.3
benchmarks/rovers,benchmarks/rovers/p19.pddl,PPsaFF-glcl,-1,   8082.7, 95.3,  53109.8,  8214.9,  44910.0,   1632.1,  19928.6,  19924.6,   41485.3,    45.30,  389.1,   1063.5,   4635.8,    95.4
benchmarks/rovers,benchmarks/rovers/p19.pddl,PPsaFF-sync,-1,   7756.1, 94.8,   9306.5,     0.0,      0.0,    460.6,  23184.5,  23185.8,   46830.9,  1012.80,    0.0,   2871.4,      0.0,   556.0
benchmarks/rovers,benchmarks/rovers/p20.pddl,FF, 0,   6525.1,133.5,   7885.0,     0.0,      0.0,    229.7,      0.0,      0.0,     229.7,   266.70,    0.0,   3924.4,      0.0,    18.0
benchmarks/rovers,benchmarks/rovers/p20.pddl,PPsaFF-glcl,-1,   6370.8,124.8,  16602.9,  1604.8,  15004.9,    572.3,   8481.9,   8479.3,   17533.5,    14.20,  214.1,    663.2,   3242.3,    39.3
benchmarks/rovers,benchmarks/rovers/p20.pddl,PPsaFF-sync,-1,  13695.4,116.6,   8758.8,     0.0,      0.0,    438.4,  30028.8,  30026.5,   60493.7,  1000.00,    0.0,   4180.8,      0.0,   877.7
benchmarks/satellites,benchmarks/satellites/p01-pfile1.pddl,FF, 0,     20.0, 10.0,     30.0,     0.0,      0.0,      0.0,      0.0,      0.0,       0.0,     3.60,    0.0,     14.6,      0.0,     0.2
benchmarks/satellites,benchmarks/satellites/p01-pfile1.pddl,PPsaFF-glcl,-1,     22.2, 10.0,     30.0,    30.0,      0.0,      0.0,      0.0,      0.0,       0.0,     3.20,    0.3,     17.5,      0.0,     0.0
benchmarks/satellites,benchmarks/satellites/p01-pfile1.pddl,PPsaFF-sync,-1,     20.7, 10.0,     30.0,     0.0,      0.0,      0.0,      0.0,      0.0,       0.0,     4.20,    0.0,     15.9,      0.0,     0.2
benchmarks/satellites,benchmarks/satellites/p02-pfile2.pddl,FF, 0,     30.8, 18.0,     41.0,     0.0,      0.0,      0.0,      0.0,      0.0,       0.0,     3.20,    0.0,     25.2,      0.0,     0.3
benchmarks/satellites,benchmarks/satellites/p02-pfile2.pddl,PPsaFF-glcl,-1,     34.2, 18.0,     41.0,    41.0,      0.0,      0.0,      0.0,      0.0,       0.0,     3.90,    0.2,     27.7,      0.0,     0.0
benchmarks/satellites,benchmarks/satellites/p02-pfile2.pddl,PPsaFF-sync,-1,     31.9, 18.0,     41.0,     0.0,      0.0,      0.0,      0.0,      0.0,       0.0,     4.40,    0.0,     26.8,      0.0,     0.1
benchmarks/satellites,benchmarks/satellites/p03-pfile3.pddl,FF, 0,    334.4, 33.8,    700.1,     0.0,      0.0,    266.0,      0.0,      0.0,     266.0,    29.20,    0.0,    261.8,      0.0,     4.6
benchmarks/satellites,benchmarks/satellites/p03-pfile3.pddl,PPsaFF-glcl,-1,    236.6, 19.7,    408.1,   207.5,    200.9,    130.4,    207.9,    207.9,     546.2,    12.60,   10.4,     97.3,    138.1,     1.8
benchmarks/satellites,benchmarks/satellites/p03-pfile3.pddl,PPsaFF-sync,-1,    185.1, 20.0,    210.0,     0.0,      0.0,     81.9,    210.1,    210.4,     502.4,    29.90,    0.0,    153.8,      0.0,     9.2
benchmarks/satellites,benchmarks/satellites/p04-pfile4.pddl,FF, 0,     98.0, 25.5,    290.6,     0.0,      0.0,    105.4,      0.0,      0.0,     105.4,    13.80,    0.0,    162.3,      0.0,     2.1
benchmarks/satellites,benchmarks/satellites/p04-pfile4.pddl,PPsaFF-glcl,-1,    460.0, 28.1,    940.2,   466.8,    473.5,    330.2,    465.7,    465.7,    1261.6,    16.20,   14.8,    143.3,    213.2,     6.0
benchmarks/satellites,benchmarks/satellites/p04-pfile4.pddl,PPsaFF-sync,-1,    377.4, 34.4,    453.6,     0.0,      0.0,    180.6,    453.7,    453.8,    1088.1,    67.60,    0.0,    286.9,      0.0,    15.7
benchmarks/satellites,benchmarks/satellites/p05-pfile5.pddl,FF, 0,    378.1, 24.8,    893.3,     0.0,      0.0,    502.3,      0.0,      0.0,     502.3,    37.80,    0.0,    841.6,      0.0,     6.1
benchmarks/satellites,benchmarks/satellites/p05-pfile5.pddl,PPsaFF-glcl,-1,    651.9, 23.2,   1847.3,   550.8,   1297.4,    903.2,   1080.5,   1079.0,    3062.7,    16.00,   37.0,    140.8,    428.4,     8.8
benchmarks/satellites,benchmarks/satellites/p05-pfile5.pddl,PPsaFF-sync,-1,    816.4, 35.3,   1294.3,     0.0,      0.0,    486.3,   2189.9,   2189.7,    4865.9,   137.80,    0.0,    553.5,      0.0,    44.7
benchmarks/satellites,benchmarks/satellites/p06-pfile6.pddl,FF, 0,    365.5, 27.3,    599.9,     0.0,      0.0,      7.6,      0.0,      0.0,       7.6,    38.70,    0.0,    491.8,      0.0,     7.9
benchmarks/satellites,benchmarks/satellites/p06-pfile6.pddl,PPsaFF-glcl,-1,    504.0, 23.9,   1290.0,   531.8,    758.5,     18.9,    647.9,    647.4,    1314.2,    29.00,   48.2,    155.0,    327.0,    14.1
benchmarks/satellites,benchmarks/satellites/p06-pfile6.pddl,PPsaFF-sync,-1,    606.2, 30.4,    583.7,     0.0,      0.0,      7.7,    722.4,    722.5,    1452.6,   157.90,    0.0,    327.8,      0.0,    53.0
benchmarks/satellites,benchmarks/satellites/p07-pfile7.pddl,FF, 0,    377.7, 34.9,   1323.2,     0.0,      0.0,    562.5,      0.0,      0.0,     562.5,    71.10,    0.0,    610.2,      0.0,    10.9
benchmarks/satellites,benchmarks/satellites/p07-pfile7.pddl,PPsaFF-glcl,-1,    666.4, 34.8,   2801.6,   659.1,   2143.1,    890.1,   1477.4,   1477.5,    3845.0,    16.00,   66.0,    148.2,    477.5,    14.0
benchmarks/satellites,benchmarks/satellites/p07-pfile7.pddl,PPsaFF-sync,-1,   1146.3, 47.1,   2572.8,     0.0,      0.0,    490.0,   5658.4,   5659.0,   11807.4,   348.30,    0.0,    654.4,      0.0,   116.1
benchmarks/satellites,benchmarks/satellites/p08-pfile8.pddl,FF, 0,    506.1, 67.2,   1869.5,     0.0,      0.0,     10.1,      0.0,      0.0,      10.1,    90.50,    0.0,    648.3,      0.0,    15.3
benchmarks/satellites,benchmarks/satellites/p08-pfile8.pddl,PPsaFF-glcl,-1,    724.5, 36.9,   4058.6,  1514.0,   2546.0,     41.7,   4119.2,   4118.8,    8279.7,    38.10,   60.3,    252.7,    327.8,    19.9
benchmarks/satellites,benchmarks/satellites/p08-pfile8.pddl,PPsaFF-sync,-1,    863.9, 44.0,   2037.2,     0.0,      0.0,     18.6,   5229.6,   5231.1,   10479.3,   345.70,    0.0,    564.0,      0.0,    67.3
benchmarks/satellites,benchmarks/satellites/p09-pfile9.pddl,FF, 0,   1524.2, 59.6,   4907.7,     0.0,      0.0,   2533.0,      0.0,      0.0,    2533.0,   169.90,    0.0,   1273.4,      0.0,    31.0
benchmarks/satellites,benchmarks/satellites/p09-pfile9.pddl,PPsaFF-glcl,-1,   1252.8, 44.3,   4600.1,   502.3,   4098.4,   1982.5,   2010.5,   2010.3,    6003.3,    14.10,  190.9,    170.8,    978.1,    42.1
benchmarks/satellites,benchmarks/satellites/p09-pfile9.pddl,PPsaFF-sync,-1,   2046.2, 81.0,   7891.4,     0.0,      0.0,   1772.5,  23991.4,  23992.9,   49756.8,   845.70,    0.0,   1521.3,      0.0,   264.8
benchmarks/satellites,benchmarks/satellites/p10-pfile10.pddl,FF, 0,    950.0, 61.6,   3186.4,     0.0,      0.0,    556.8,      0.0,      0.0,     556.8,   181.20,    0.0,    998.3,      0.0,    36.2
benchmarks/satellites,benchmarks/satellites/p10-pfile10.pddl,PPsaFF-glcl,-1,   1670.3, 43.1,   5261.1,  1398.9,   3863.9,    494.1,   5152.4,   5151.8,   10798.3,    55.50,  156.7,    343.4,    667.6,    41.1
benchmarks/satellites,benchmarks/satellites/p10-pfile10.pddl,PPsaFF-sync,-1,   2511.6, 67.5,   5263.4,     0.0,      0.0,    435.1,  15893.9,  15895.0,   32224.0,   762.50,    0.0,   1229.4,      0.0,   186.4
benchmarks/satellites,benchmarks/satellites/p11-pfile11.pddl,FF, 0,   2500.9, 77.9,   8056.2,     0.0,      0.0,   4320.9,      0.0,      0.0,    4320.9,   322.70,    0.0,   2311.4,      0.0,    59.0
benchmarks/satellites,benchmarks/satellites/p11-pfile11.pddl,PPsaFF-glcl,-1,   2498.7, 64.6,   7363.0,   868.2,   6496.5,   3205.3,   3381.9,   3382.0,    9969.2,    22.00,  209.9,    268.4,   1889.0,    49.1
benchmarks/satellites,benchmarks/satellites/p11-pfile11.pddl,PPsaFF-sync,-1,   6694.9,136.3,  35250.3,     0.0,      0.0,   8752.1, 106076.9, 106032.5,  220861.5,  3092.60,    0.0,   4137.2,      0.0,   797.0
benchmarks/satellites,benchmarks/satellites/p12-pfile12.pddl,FF, 0,   1569.0, 68.0,   3993.5,     0.0,      0.0,     20.9,      0.0,      0.0,      20.9,   233.10,    0.0,   2025.0,      0.0,    49.4
benchmarks/satellites,benchmarks/satellites/p12-pfile12.pddl,PPsaFF-glcl,-1,   2182.0, 53.6,  10868.0,  3525.6,   7344.9,     82.7,  12741.1,  12739.3,   25563.1,   113.70,  218.4,    658.6,   1810.6,    66.0
benchmarks/satellites,benchmarks/satellites/p12-pfile12.pddl,PPsaFF-sync,-1,   4141.9, 77.4,   7136.0,     0.0,      0.0,     47.4,  21455.5,  21458.4,   42961.3,  1424.60,    0.0,   1763.2,      0.0,   275.7
benchmarks/satellites,benchmarks/satellites/p13-pfile13.pddl,FF, 0,   7482.0, 94.2,  36072.5,     0.0,      0.0,  21277.7,      0.0,      0.0,   21277.7,   513.00,    0.0,   6200.7,      0.0,   140.8
benchmarks/satellites,benchmarks/satellites/p13-pfile13.pddl,PPsaFF-glcl,-1,   8303.4, 85.6,  49318.3,  4537.2,  44790.0,  23696.6,  18150.3,  18142.4,   59989.3,    47.60,  624.5,    912.7,   6408.4,   202.7
benchmarks/satellites,benchmarks/satellites/p13-pfile13.pddl,PPsaFF-sync,-1,  12111.0,194.7,  50826.5,     0.0,      0.0,  10896.9, 170578.5, 170492.5,  351967.9,  5921.20,    0.0,   7730.0,      0.0,  1266.6
benchmarks/satellites,benchmarks/satellites/p14-pfile14.pddl,FF, 0,   3136.8, 58.2,   6616.4,     0.0,      0.0,   3297.9,      0.0,      0.0,    3297.9,   240.60,    0.0,   2405.8,      0.0,    41.0
benchmarks/satellites,benchmarks/satellites/p14-pfile14.pddl,PPsaFF-glcl,-1,   2764.3, 56.2,   6193.5,   356.0,   5837.8,   2461.6,   1781.8,   1781.5,    6024.9,    10.80,  207.4,    220.5,   2060.3,    54.2
benchmarks/satellites,benchmarks/satellites/p14-pfile14.pddl,PPsaFF-sync,-1,   7722.3,117.5,  27419.3,     0.0,      0.0,   5995.3, 105126.9, 105050.9,  216173.1,  3347.40,    0.0,   4664.1,      0.0,   747.8
benchmarks/satellites,benchmarks/satellites/p15-pfile15.pddl,FF, 0,  13046.9, 82.2,  24473.0,     0.0,      0.0,  16773.3,      0.0,      0.0,   16773.3,   411.60,    0.0,   6785.9,      0.0,   547.4
benchmarks/satellites,benchmarks/satellites/p15-pfile15.pddl,PPsaFF-glcl,-1,  13075.0,107.1,  26693.5,   141.4,  26554.9,  16856.4,   1000.4,   1000.0,   18856.8,     2.50,  472.5,   2338.9,   5626.9,  1031.6
benchmarks/satellites,benchmarks/satellites/p15-pfile15.pddl,PPsaFF-sync,-1,  79728.6,188.2,  83716.8,     0.0,      0.0,  21827.8, 453027.9, 452796.1,  927651.8, 17600.80,    0.0,  48737.8,      0.0,  8048.6
benchmarks/satellites,benchmarks/satellites/p16-pfile16.pddl,FF, 0,   9319.7, 65.6,  15923.3,     0.0,      0.0,   6988.9,      0.0,      0.0,    6988.9,   528.70,    0.0,   5212.7,      0.0,    92.4
benchmarks/satellites,benchmarks/satellites/p16-pfile16.pddl,PPsaFF-glcl,-1,   7382.8, 85.1,  15223.9,   222.6,  14992.2,   5606.9,   1800.5,   1800.2,    9207.6,     4.80,  763.3,    457.1,   4214.2,   156.4
benchmarks/satellites,benchmarks/satellites/p16-pfile16.pddl,PPsaFF-sync,-1,  31376.6,104.9,  28602.4,     0.0,      0.0,   5319.6, 150639.8, 150536.5,  306495.9,  5423.20,    0.0,  10990.9,      0.0,  1656.4
benchmarks/satellites,benchmarks/satellites/p17-pfile17.pddl,FF, 0,  10872.7, 87.0,  14235.6,     0.0,      0.0,   3108.6,      0.0,      0.0,    3108.6,   545.70,    0.0,   5540.1,      0.0,   345.8
benchmarks/satellites,benchmarks/satellites/p17-pfile17.pddl,PPsaFF-glcl,-1,   7084.3, 72.7,  11675.7,   131.0,  11552.6,   2267.1,    852.4,    852.6,    3972.1,     7.30,  623.0,   1086.2,   3806.1,   474.0
benchmarks/satellites,benchmarks/satellites/p17-pfile17.pddl,PPsaFF-sync,-1,  34794.8, 88.1,  24665.1,     0.0,      0.0,   3045.8, 122486.0, 122440.3,  247972.1,  4799.30,    0.0,  22830.2,      0.0,  3304.2
benchmarks/satellites,benchmarks/satellites/p18-pfile18.pddl,FF, 0,   2138.7, 88.4,   5518.5,     0.0,      0.0,     13.1,      0.0,      0.0,      13.1,   335.90,    0.0,   1990.9,      0.0,    61.2
benchmarks/satellites,benchmarks/satellites/p18-pfile18.pddl,PPsaFF-glcl,-1,   3682.0, 51.5,  14830.5,  5480.5,   9355.6,     61.8,  17415.3,  17404.3,   34881.4,   134.60,  286.5,    706.8,   1821.3,    93.4
benchmarks/satellites,benchmarks/satellites/p18-pfile18.pddl,PPsaFF-sync,-1,   3788.9, 65.7,   8685.6,     0.0,      0.0,     39.9,  27248.1,  27246.5,   54534.5,  1717.00,    0.0,   1865.9,      0.0,   299.5
benchmarks/satellites,benchmarks/satellites/p19-pfile19.pddl,FF, 0,   3529.2,144.3,  16156.9,     0.0,      0.0,   2927.0,      0.0,      0.0,    2927.0,   316.10,    0.0,   3854.6,      0.0,    93.4
benchmarks/satellites,benchmarks/satellites/p19-pfile19.pddl,PPsaFF-glcl,-1,   5779.3,113.4,  29142.4,  6119.0,  23029.5,   4527.1,  24136.2,  24128.3,   52791.6,    55.60,  385.3,    923.2,   3704.8,   124.0
benchmarks/satellites,benchmarks/satellites/p19-pfile19.pddl,PPsaFF-sync,-1,  17596.3,205.9,  42821.5,     0.0,      0.0,   2621.3, 141649.0, 141595.8,  285866.1,  6288.10,    0.0,   7431.4,      0.0,  1358.8
benchmarks/satellites,benchmarks/satellites/p20-pfile20.pddl,FF, 0,   5817.2,236.3,  30256.7,     0.0,      0.0,   5662.8,      0.0,      0.0,    5662.8,   458.80,    0.0,   6852.0,      0.0,   127.8
benchmarks/satellites,benchmarks/satellites/p20-pfile20.pddl,PPsaFF-glcl,-1,   8079.9,124.7,  38061.4,  9043.2,  29025.4,   4439.3,  34830.3,  34819.5,   74089.1,    87.50,  458.6,   1576.3,   5789.5,   129.4
benchmarks/satellites,benchmarks/satellites/p20-pfile20.pddl,PPsaFF-sync,-1,  42531.4,249.6,  94987.7,     0.0,      0.0,   9494.4, 245699.1, 245673.9,  500867.4, 14442.80,    0.0,  20162.6,      0.0,  4058.7
benchmarks/woodworking08,benchmarks/woodworking08/p01.pddl,FF, 0,    855.7,  6.4,    284.1,     0.0,      0.0,    172.9,      0.0,      0.0,     172.9,    33.00,    0.0,   1093.0,      0.0,    13.3
benchmarks/woodworking08,benchmarks/woodworking08/p01.pddl,PPsaFF-glcl,-1,    407.8,  6.2,    187.5,    12.5,    175.0,    109.0,     81.5,     76.0,     266.5,     0.75,   10.5,    138.0,    779.2,    12.2
benchmarks/woodworking08,benchmarks/woodworking08/p01.pddl,PPsaFF-sync,-1,    480.2,  6.0,     83.8,     0.0,      0.0,     36.2,    253.0,    249.8,     539.0,   197.50,    0.0,    491.5,      0.0,    90.8
benchmarks/woodworking08,benchmarks/woodworking08/p02.pddl,FF, 0,   5768.7, 15.0,   9079.9,     0.0,      0.0,   7125.6,      0.0,      0.0,    7125.6,   143.71,    0.0,   4790.6,      0.0,    44.7
benchmarks/woodworking08,benchmarks/woodworking08/p02.pddl,PPsaFF-glcl,-1,   2210.0, 15.2,   2719.5,    31.2,   2689.5,   1969.5,    166.2,    166.5,    2302.2,     0.75,   77.8,    246.8,   1713.0,    43.0
benchmarks/woodworking08,benchmarks/woodworking08/p02.pddl,PPsaFF-sync,-1,   1255.2, 17.2,    705.2,     0.0,      0.0,    394.8,   1774.2,   1774.0,    3943.0,   335.00,    0.0,   1169.8,      0.0,   216.2
benchmarks/woodworking08,benchmarks/woodworking08/p03.pddl,FF, 0, 123148.6, 29.9, 241761.1,     0.0,      0.0, 221275.9,      0.0,      0.0,  221275.9,  2005.57,    0.0, 201658.4,      0.0,   451.1
benchmarks/woodworking08,benchmarks/woodworking08/p03.pddl,PPsaFF-glcl,-1,   6571.7, 25.7,  12772.7,    33.7,  12738.7,  11140.7,    203.7,    203.3,   11547.7,     1.33,  132.0,    592.3,   7957.0,    19.7
benchmarks/woodworking08,benchmarks/woodworking08/p03.pddl,PPsaFF-sync,-1,  72746.0, 44.0,  58840.0,     0.0,      0.0,  42541.0, 144877.0, 144874.0,  332292.0,  8351.00,    0.0,  80634.0,      0.0, 21557.0
benchmarks/woodworking08,benchmarks/woodworking08/p04.pddl,PPsaFF-glcl,-1, 169168.0, 52.0, 285284.0, 55513.0, 229788.0, 198646.0,    311.0,    309.0,  199266.0,   260.00, 1683.0,  67577.0, 268927.0,   338.0
benchmarks/woodworking08,benchmarks/woodworking08/p11.pddl,FF, 0,    232.9,  5.0,     76.6,     0.0,      0.0,     43.3,      0.0,      0.0,      43.3,    10.43,    0.0,    384.7,      0.0,    37.3
benchmarks/woodworking08,benchmarks/woodworking08/p11.pddl,PPsaFF-glcl,-1,    926.8,  5.0,    124.0,    14.2,    110.0,     63.5,     26.5,     25.5,     115.5,     1.00,    8.5,    180.0,    526.0,    47.5
benchmarks/woodworking08,benchmarks/woodworking08/p11.pddl,PPsaFF-sync,-1,    281.0,  5.0,     36.7,     0.0,      0.0,     12.3,     57.0,     53.3,     122.7,    57.67,    0.0,    373.7,      0.0,   113.0
benchmarks/woodworking08,benchmarks/woodworking08/p12.pddl,FF, 0, 305871.4, 16.0,1003257.1,     0.0,      0.0, 583913.7,      0.0,      0.0,  583913.7,  7589.43,    0.0, 273323.4,      0.0, 10413.3
benchmarks/woodworking08,benchmarks/woodworking08/p12.pddl,PPsaFF-glcl,-1,  30431.0, 14.0, 115644.0, 33305.0,  82365.7,  41293.0,  17834.3,  17834.0,   76961.3,   100.67,  624.3,   8256.7,  18421.0,   933.3
benchmarks/woodworking08,benchmarks/woodworking08/p13.pddl,FF, 0, 209209.0, 32.4, 269191.6,     0.0,      0.0, 235582.0,      0.0,      0.0,  235582.0,  2240.00,    0.0, 304801.2,      0.0,   469.0
benchmarks/woodworking08,benchmarks/woodworking08/p14.pddl,FF, 0,1507668.2, 34.0, 921224.0,     0.0,      0.0, 813010.4,      0.0,      0.0,  813010.4,  9733.80,    0.0,2291490.6,      0.0,  1168.6
benchmarks/woodworking08,benchmarks/woodworking08/p14.pddl,PPsaFF-glcl,-1,  89645.3, 33.3,  60879.7, 11990.7,  48892.7,  41278.3,    207.0,    205.7,   41691.0,    62.33,  516.3,  25287.0, 116396.7,    62.7
benchmarks/woodworking08,benchmarks/woodworking08/p16.pddl,PPsaFF-glcl,-1,1754649.0, 54.0, 487495.0,    46.0, 487451.0, 458120.0,    288.0,    285.0,  458693.0,     1.00, 6120.0,   1628.0,2881590.0,   802.0
benchmarks/woodworking08,benchmarks/woodworking08/p21.pddl,FF, 0,   1398.7, 12.9,   2061.4,     0.0,      0.0,   1161.1,      0.0,      0.0,    1161.3,    61.00,    0.0,   1299.4,      0.0,    46.0
benchmarks/woodworking08,benchmarks/woodworking08/p21.pddl,PPsaFF-glcl,-1,   1431.5, 11.8,   4672.0,   380.5,   4292.0,   2453.8,   1088.5,   1085.0,    4627.2,     3.75,  116.0,    231.5,    837.8,    71.5
benchmarks/woodworking08,benchmarks/woodworking08/p21.pddl,PPsaFF-sync,-1,    658.0, 13.7,    899.0,     0.0,      0.0,    360.7,   3423.0,   3420.0,    7203.7,   485.67,    0.0,    678.3,      0.0,   112.0
benchmarks/woodworking08,benchmarks/woodworking08/p22.pddl,FF, 0,   3553.1, 14.1,   8342.1,     0.0,      0.0,   6580.6,      0.0,      0.0,    6580.6,   105.14,    0.0,   5684.4,      0.0,    22.9
benchmarks/woodworking08,benchmarks/woodworking08/p22.pddl,PPsaFF-glcl,-1,   1161.5, 13.8,   1865.0,    26.8,   1838.2,   1334.0,    176.2,    174.8,    1685.0,     1.00,   58.0,    281.8,   1584.0,    11.8
benchmarks/woodworking08,benchmarks/woodworking08/p22.pddl,PPsaFF-sync,-1,    952.7, 15.0,    277.0,     0.0,      0.0,    159.3,    799.7,    799.7,    1758.7,   307.67,    0.0,    803.3,      0.0,   101.0
benchmarks/woodworking08,benchmarks/woodworking08/p23.pddl,FF, 0,  80743.4, 25.8, 141003.6,     0.0,      0.0, 122462.4,      0.0,      0.0,  122462.4,   869.20,    0.0,  76203.8,      0.0,   152.2
benchmarks/woodworking08,benchmarks/woodworking08/p23.pddl,PPsaFF-glcl,-1,   8759.0, 25.0,  28480.0,  2025.0,  26453.0,  22931.0,    190.0,    191.0,   23312.0,     9.00,  217.0,   1568.0,  12962.0,    40.0
benchmarks/woodworking08,benchmarks/woodworking08/p24.pddl,FF, 0,2428014.8, 38.2,1363404.8,     0.0,      0.0,1289057.8,      0.0,      0.0, 1289057.8, 15820.50,    0.0,3040039.0,      0.0,  4907.5
