domain,problem,heuristic,recursionLevel,totalTimeM,planLengthM,expandedStatesM
benchmarks/rovers,benchmarks/rovers/p12.pddl,FF, 0,    571.4,        28.5,     371.4
benchmarks/rovers,benchmarks/rovers/p12.pddl,PPsaFF-glcl,-1,    715.5,        32.5,     631.9
benchmarks/rovers,benchmarks/rovers/p12.pddl,PPsaFF-sync,-1,    736.1,        29.3,     452.7
benchmarks/rovers,benchmarks/rovers/p13.pddl,FF, 0,    870.3,        60.7,    1503.8
benchmarks/rovers,benchmarks/rovers/p13.pddl,PPsaFF-glcl,-1,   1198.7,        58.6,    3540.6
benchmarks/rovers,benchmarks/rovers/p13.pddl,PPsaFF-sync,-1,   1093.1,        57.1,    1297.8
benchmarks/rovers,benchmarks/rovers/p14.pddl,FF, 0,    817.5,        55.7,    1513.2
benchmarks/rovers,benchmarks/rovers/p14.pddl,PPsaFF-glcl,-1,   1025.6,        40.5,    6713.9
benchmarks/rovers,benchmarks/rovers/p14.pddl,PPsaFF-sync,-1,   1015.7,        42.7,     961.9
benchmarks/rovers,benchmarks/rovers/p15.pddl,FF, 0,    988.5,        58.1,    1168.4
benchmarks/rovers,benchmarks/rovers/p15.pddl,PPsaFF-glcl,-1,   1120.7,        54.3,    3063.0
benchmarks/rovers,benchmarks/rovers/p15.pddl,PPsaFF-sync,-1,   1252.1,        59.2,    1343.3
benchmarks/rovers,benchmarks/rovers/p16.pddl,FF, 0,    911.2,        65.4,    1629.8
benchmarks/rovers,benchmarks/rovers/p16.pddl,PPsaFF-glcl,-1,   1068.4,        57.3,    3263.0
benchmarks/rovers,benchmarks/rovers/p16.pddl,PPsaFF-sync,-1,   1208.5,        64.0,    1743.3
benchmarks/rovers,benchmarks/rovers/p17.pddl,FF, 0,   1550.3,        74.5,    3601.2
benchmarks/rovers,benchmarks/rovers/p17.pddl,PPsaFF-glcl,-1,   1778.0,        80.6,    7226.3
benchmarks/rovers,benchmarks/rovers/p17.pddl,PPsaFF-sync,-1,   1971.2,        68.3,    2760.2
benchmarks/rovers,benchmarks/rovers/p18.pddl,FF, 0,   2752.2,        85.1,   14060.3
benchmarks/rovers,benchmarks/rovers/p18.pddl,PPsaFF-glcl,-1,   3205.2,        74.0,   19755.2
benchmarks/rovers,benchmarks/rovers/p18.pddl,PPsaFF-sync,-1,   3330.4,        79.0,    6724.2
benchmarks/rovers,benchmarks/rovers/p19.pddl,FF, 0,   4318.4,       129.5,   10873.9
benchmarks/rovers,benchmarks/rovers/p19.pddl,PPsaFF-glcl,-1,   5654.6,       111.5,   47145.6
benchmarks/rovers,benchmarks/rovers/p19.pddl,PPsaFF-sync,-1,   5317.9,       105.8,    9819.5
benchmarks/rovers,benchmarks/rovers/p20.pddl,FF, 0,   6644.8,       129.6,    8424.5
benchmarks/rovers,benchmarks/rovers/p20.pddl,PPsaFF-glcl,-1,   7146.8,       129.3,   12454.3
benchmarks/rovers,benchmarks/rovers/p20.pddl,PPsaFF-sync,-1,   7786.7,       122.1,    9081.2
benchmarks/satellites,benchmarks/satellites/p01-pfile1.pddl,FF, 0,    153.4,        10.0,      25.0
benchmarks/satellites,benchmarks/satellites/p01-pfile1.pddl,PPsaFF-glcl,-1,    212.7,        10.0,      25.0
benchmarks/satellites,benchmarks/satellites/p01-pfile1.pddl,PPsaFF-sync,-1,    189.3,        10.0,      25.0
benchmarks/satellites,benchmarks/satellites/p02-pfile2.pddl,FF, 0,    192.8,        30.0,     109.0
benchmarks/satellites,benchmarks/satellites/p02-pfile2.pddl,PPsaFF-glcl,-1,    207.5,        30.0,     109.0
benchmarks/satellites,benchmarks/satellites/p02-pfile2.pddl,PPsaFF-sync,-1,    201.3,        30.0,     109.0
benchmarks/satellites,benchmarks/satellites/p03-pfile3.pddl,FF, 0,    364.0,        28.6,     557.0
benchmarks/satellites,benchmarks/satellites/p03-pfile3.pddl,PPsaFF-glcl,-1,    442.9,        14.9,     378.0
benchmarks/satellites,benchmarks/satellites/p03-pfile3.pddl,PPsaFF-sync,-1,    426.7,        14.1,     219.2
benchmarks/satellites,benchmarks/satellites/p04-pfile4.pddl,FF, 0,    434.0,        26.1,     348.8
benchmarks/satellites,benchmarks/satellites/p04-pfile4.pddl,PPsaFF-glcl,-1,    683.3,        25.8,     994.5
benchmarks/satellites,benchmarks/satellites/p04-pfile4.pddl,PPsaFF-sync,-1,    693.2,        26.6,     440.4
benchmarks/satellites,benchmarks/satellites/p05-pfile5.pddl,FF, 0,    791.8,        42.2,    1158.4
benchmarks/satellites,benchmarks/satellites/p05-pfile5.pddl,PPsaFF-glcl,-1,    814.6,        24.8,    1551.1
benchmarks/satellites,benchmarks/satellites/p05-pfile5.pddl,PPsaFF-sync,-1,    977.0,        42.8,    1305.9
benchmarks/satellites,benchmarks/satellites/p06-pfile6.pddl,FF, 0,    655.1,        24.8,     512.7
benchmarks/satellites,benchmarks/satellites/p06-pfile6.pddl,PPsaFF-glcl,-1,    775.7,        26.9,    1304.8
benchmarks/satellites,benchmarks/satellites/p06-pfile6.pddl,PPsaFF-sync,-1,    759.8,        24.1,     509.9
benchmarks/satellites,benchmarks/satellites/p07-pfile7.pddl,FF, 0,    906.5,        39.8,    1359.2
benchmarks/satellites,benchmarks/satellites/p07-pfile7.pddl,PPsaFF-glcl,-1,   1010.3,        33.4,    2445.3
benchmarks/satellites,benchmarks/satellites/p07-pfile7.pddl,PPsaFF-sync,-1,   1207.2,        45.8,    1978.2
benchmarks/satellites,benchmarks/satellites/p08-pfile8.pddl,FF, 0,   1219.0,        69.3,    1762.1
benchmarks/satellites,benchmarks/satellites/p08-pfile8.pddl,PPsaFF-glcl,-1,   1297.9,        35.6,    2692.5
benchmarks/satellites,benchmarks/satellites/p08-pfile8.pddl,PPsaFF-sync,-1,   1482.6,        45.7,    2027.4
benchmarks/satellites,benchmarks/satellites/p09-pfile9.pddl,FF, 0,   1608.6,        63.2,    4222.3
benchmarks/satellites,benchmarks/satellites/p09-pfile9.pddl,PPsaFF-glcl,-1,   1722.9,        60.6,    4558.6
benchmarks/satellites,benchmarks/satellites/p09-pfile9.pddl,PPsaFF-sync,-1,   2342.5,        87.8,    8890.8
benchmarks/satellites,benchmarks/satellites/p10-pfile10.pddl,FF, 0,   1928.4,        64.9,    3086.3
benchmarks/satellites,benchmarks/satellites/p10-pfile10.pddl,PPsaFF-glcl,-1,   2108.8,        56.5,    4309.2
benchmarks/satellites,benchmarks/satellites/p10-pfile10.pddl,PPsaFF-sync,-1,   2586.9,        76.5,    5555.8
benchmarks/satellites,benchmarks/satellites/p11-pfile11.pddl,FF, 0,   3036.3,       100.5,    7104.8
benchmarks/satellites,benchmarks/satellites/p11-pfile11.pddl,PPsaFF-glcl,-1,   3097.8,        57.5,    7277.1
benchmarks/satellites,benchmarks/satellites/p11-pfile11.pddl,PPsaFF-sync,-1,   4915.6,       118.9,   35338.2
benchmarks/satellites,benchmarks/satellites/p12-pfile12.pddl,FF, 0,   4722.5,        80.6,    5260.3
benchmarks/satellites,benchmarks/satellites/p12-pfile12.pddl,PPsaFF-glcl,-1,   5143.9,        61.1,    9944.8
benchmarks/satellites,benchmarks/satellites/p12-pfile12.pddl,PPsaFF-sync,-1,   5569.6,        72.6,    8463.0
benchmarks/satellites,benchmarks/satellites/p13-pfile13.pddl,FF, 0,   9510.6,        93.7,   38975.0
benchmarks/satellites,benchmarks/satellites/p13-pfile13.pddl,PPsaFF-glcl,-1,  10009.2,       101.7,   54370.5
benchmarks/satellites,benchmarks/satellites/p13-pfile13.pddl,PPsaFF-sync,-1,  11648.7,       184.5,   37281.5
benchmarks/satellites,benchmarks/satellites/p14-pfile14.pddl,FF, 0,   6416.8,        76.3,    6585.8
benchmarks/satellites,benchmarks/satellites/p14-pfile14.pddl,PPsaFF-glcl,-1,   6252.2,        64.8,    6095.4
benchmarks/satellites,benchmarks/satellites/p14-pfile14.pddl,PPsaFF-sync,-1,   8274.7,       117.0,   27237.2
benchmarks/satellites,benchmarks/satellites/p15-pfile15.pddl,FF, 0,  11014.0,       111.1,   22818.7
benchmarks/satellites,benchmarks/satellites/p15-pfile15.pddl,PPsaFF-glcl,-1,  11149.0,       125.2,   21106.1
benchmarks/satellites,benchmarks/satellites/p15-pfile15.pddl,PPsaFF-sync,-1,  15971.9,       174.9,   70534.1
benchmarks/satellites,benchmarks/satellites/p16-pfile16.pddl,FF, 0,  16147.0,       101.4,   17990.0
benchmarks/satellites,benchmarks/satellites/p16-pfile16.pddl,PPsaFF-glcl,-1,  15929.8,        81.0,   17153.5
benchmarks/satellites,benchmarks/satellites/p16-pfile16.pddl,PPsaFF-sync,-1,  17493.1,       100.9,   24727.7
benchmarks/satellites,benchmarks/satellites/p17-pfile17.pddl,FF, 0,  21523.4,       100.7,   14847.6
benchmarks/satellites,benchmarks/satellites/p17-pfile17.pddl,PPsaFF-glcl,-1,  21058.7,        74.9,   13063.9
benchmarks/satellites,benchmarks/satellites/p17-pfile17.pddl,PPsaFF-sync,-1,  23779.0,        99.1,   19190.3
benchmarks/satellites,benchmarks/satellites/p18-pfile18.pddl,FF, 0,   4755.9,       117.6,    5538.3
benchmarks/satellites,benchmarks/satellites/p18-pfile18.pddl,PPsaFF-glcl,-1,   5100.2,        63.9,    9938.0
benchmarks/satellites,benchmarks/satellites/p18-pfile18.pddl,PPsaFF-sync,-1,   5640.8,        74.8,   11351.5
benchmarks/satellites,benchmarks/satellites/p19-pfile19.pddl,FF, 0,   5623.6,       237.9,   17917.0
benchmarks/satellites,benchmarks/satellites/p19-pfile19.pddl,PPsaFF-glcl,-1,   6118.7,       150.8,   20803.1
benchmarks/satellites,benchmarks/satellites/p19-pfile19.pddl,PPsaFF-sync,-1,   8672.2,       244.8,   33992.3
benchmarks/satellites,benchmarks/satellites/p20-pfile20.pddl,FF, 0,   6075.8,       214.3,   19672.6
benchmarks/satellites,benchmarks/satellites/p20-pfile20.pddl,PPsaFF-glcl,-1,   7314.1,       144.3,   31742.7
benchmarks/satellites,benchmarks/satellites/p20-pfile20.pddl,PPsaFF-sync,-1,  12661.6,       256.3,   58038.7
benchmarks/woodworking08,benchmarks/woodworking08/p01.pddl,FF, 0,    624.4,         6.5,     238.9
benchmarks/woodworking08,benchmarks/woodworking08/p01.pddl,PPsaFF-glcl,-1,    694.8,         6.4,     216.2
benchmarks/woodworking08,benchmarks/woodworking08/p01.pddl,PPsaFF-sync,-1,    714.5,         6.7,     101.3
benchmarks/woodworking08,benchmarks/woodworking08/p02.pddl,FF, 0,   1903.8,        15.0,   12166.6
benchmarks/woodworking08,benchmarks/woodworking08/p02.pddl,PPsaFF-glcl,-1,   1630.0,        16.0,    3277.5
benchmarks/woodworking08,benchmarks/woodworking08/p02.pddl,PPsaFF-sync,-1,   1536.2,        16.7,     637.8
benchmarks/woodworking08,benchmarks/woodworking08/p03.pddl,FF, 0,  39569.5,        28.2,  233440.5
benchmarks/woodworking08,benchmarks/woodworking08/p03.pddl,PPsaFF-glcl,-1,  34463.2, 536870933.2,  692686.8
benchmarks/woodworking08,benchmarks/woodworking08/p04.pddl,PPsaFF-glcl,-1,  32630.0,1073741851.0, 1030864.0
benchmarks/woodworking08,benchmarks/woodworking08/p07.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  219053.6
benchmarks/woodworking08,benchmarks/woodworking08/p07.pddl,PPsaFF-sync,-1,     -1.0,2147483647.0,  249706.0
benchmarks/woodworking08,benchmarks/woodworking08/p08.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  315240.0
benchmarks/woodworking08,benchmarks/woodworking08/p08.pddl,PPsaFF-sync,-1,     -1.0,2147483647.0,  211019.0
benchmarks/woodworking08,benchmarks/woodworking08/p09.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  104411.9
benchmarks/woodworking08,benchmarks/woodworking08/p09.pddl,PPsaFF-sync,-1,     -1.0,2147483647.0,   83257.0
benchmarks/woodworking08,benchmarks/woodworking08/p10.pddl,PPsaFF-sync,-1,     -1.0,2147483647.0,   70426.0
benchmarks/woodworking08,benchmarks/woodworking08/p11.pddl,FF, 0,    469.9,         5.1,      63.1
benchmarks/woodworking08,benchmarks/woodworking08/p11.pddl,PPsaFF-glcl,-1,    650.6,         5.0,     152.5
benchmarks/woodworking08,benchmarks/woodworking08/p11.pddl,PPsaFF-sync,-1,    637.5,         5.0,      38.7
benchmarks/woodworking08,benchmarks/woodworking08/p12.pddl,FF, 0,   2061.0,        15.4,   12076.8
benchmarks/woodworking08,benchmarks/woodworking08/p12.pddl,PPsaFF-glcl,-1,  60852.6,        23.0, 1565484.8
benchmarks/woodworking08,benchmarks/woodworking08/p13.pddl,FF, 0,  19907.5,        30.0,   98714.5
benchmarks/woodworking08,benchmarks/woodworking08/p13.pddl,PPsaFF-glcl,-1,   5676.8,1073741839.2, 1394424.2
benchmarks/woodworking08,benchmarks/woodworking08/p14.pddl,FF, 0, 156182.0,        34.6,  375779.7
benchmarks/woodworking08,benchmarks/woodworking08/p14.pddl,PPsaFF-glcl,-1,  44865.0,        30.0,   91303.0
benchmarks/woodworking08,benchmarks/woodworking08/p15.pddl,FF, 0, 257452.0,1073741851.5, 1380094.5
benchmarks/woodworking08,benchmarks/woodworking08/p16.pddl,FF, 0,     -1.0,2147483647.0, 1156898.0
benchmarks/woodworking08,benchmarks/woodworking08/p16.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  950515.0
benchmarks/woodworking08,benchmarks/woodworking08/p17.pddl,PPsaFF-glcl,-1, 346753.0,1431655788.0,  738763.3
benchmarks/woodworking08,benchmarks/woodworking08/p18.pddl,FF, 0,     -1.0,2147483647.0,  309340.0
benchmarks/woodworking08,benchmarks/woodworking08/p18.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  403024.6
benchmarks/woodworking08,benchmarks/woodworking08/p19.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  433951.0
benchmarks/woodworking08,benchmarks/woodworking08/p20.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  176596.0
benchmarks/woodworking08,benchmarks/woodworking08/p20.pddl,PPsaFF-sync,-1,     -1.0,2147483647.0,   79440.0
benchmarks/woodworking08,benchmarks/woodworking08/p21.pddl,FF, 0,    732.1,        10.9,    3050.0
benchmarks/woodworking08,benchmarks/woodworking08/p21.pddl,PPsaFF-glcl,-1,    667.6,         9.4,     278.1
benchmarks/woodworking08,benchmarks/woodworking08/p21.pddl,PPsaFF-sync,-1,    899.7,        12.7,     886.8
benchmarks/woodworking08,benchmarks/woodworking08/p22.pddl,FF, 0,   2302.0,        13.3,    5206.4
benchmarks/woodworking08,benchmarks/woodworking08/p22.pddl,PPsaFF-glcl,-1,   2175.6,        14.1,    1733.7
benchmarks/woodworking08,benchmarks/woodworking08/p22.pddl,PPsaFF-sync,-1,   2160.8,        14.4,     319.6
benchmarks/woodworking08,benchmarks/woodworking08/p23.pddl,FF, 0,  26100.4,        25.0,  221416.1
benchmarks/woodworking08,benchmarks/woodworking08/p23.pddl,PPsaFF-glcl,-1,   6838.6,        25.5,   45782.0
benchmarks/woodworking08,benchmarks/woodworking08/p23.pddl,PPsaFF-sync,-1,     -1.0,2147483647.0, 2497164.0
benchmarks/woodworking08,benchmarks/woodworking08/p24.pddl,FF, 0, 350751.0,        43.0,  955932.0
benchmarks/woodworking08,benchmarks/woodworking08/p24.pddl,PPsaFF-glcl,-1, 123045.2,        38.0,  373911.8
benchmarks/woodworking08,benchmarks/woodworking08/p25.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0, 1374411.0
benchmarks/woodworking08,benchmarks/woodworking08/p26.pddl,FF, 0,     -1.0,2147483647.0, 1265157.0
benchmarks/woodworking08,benchmarks/woodworking08/p26.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  958291.0
benchmarks/woodworking08,benchmarks/woodworking08/p27.pddl,FF, 0,     -1.0,2147483647.0,  718821.0
benchmarks/woodworking08,benchmarks/woodworking08/p27.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  668191.5
benchmarks/woodworking08,benchmarks/woodworking08/p28.pddl,FF, 0,     -1.0,2147483647.0,  392894.5
benchmarks/woodworking08,benchmarks/woodworking08/p28.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  292041.7
benchmarks/woodworking08,benchmarks/woodworking08/p29.pddl,FF, 0,     -1.0,2147483647.0,  242951.0
benchmarks/woodworking08,benchmarks/woodworking08/p29.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  303922.8
benchmarks/woodworking08,benchmarks/woodworking08/p30.pddl,PPsaFF-glcl,-1,     -1.0,2147483647.0,  276497.0
benchmarks/woodworking08,benchmarks/woodworking08/p30.pddl,PPsaFF-sync,-1,     -1.0,2147483647.0,   81588.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile10.pddl,FF, 0,   1727.0,        41.5,    1929.6
benchmarks/zenotravel,benchmarks/zenotravel/pfile10.pddl,PPsaFF-glcl,-1,   1995.6,        43.0,    3411.6
benchmarks/zenotravel,benchmarks/zenotravel/pfile10.pddl,PPsaFF-sync,-1,   3192.5,        92.6,   13376.6
benchmarks/zenotravel,benchmarks/zenotravel/pfile12.pddl,FF, 0,   2228.1,        41.9,    1231.6
benchmarks/zenotravel,benchmarks/zenotravel/pfile12.pddl,PPsaFF-glcl,-1,   2536.5,        35.3,    2339.2
benchmarks/zenotravel,benchmarks/zenotravel/pfile12.pddl,PPsaFF-sync,-1,   3028.6,        71.0,    5397.1
benchmarks/zenotravel,benchmarks/zenotravel/pfile13.pddl,FF, 0,   2287.5,        52.8,    3051.3
benchmarks/zenotravel,benchmarks/zenotravel/pfile13.pddl,PPsaFF-glcl,-1,   2657.1,        51.1,    4379.1
benchmarks/zenotravel,benchmarks/zenotravel/pfile13.pddl,PPsaFF-sync,-1,   4071.3,        92.3,   16147.4
benchmarks/zenotravel,benchmarks/zenotravel/pfile14.pddl,FF, 0,  24437.8,        54.1,    7105.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile14.pddl,PPsaFF-glcl,-1,  25174.2,        59.1,   10124.5
benchmarks/zenotravel,benchmarks/zenotravel/pfile14.pddl,PPsaFF-sync,-1, 360503.0,       228.0, 1924676.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile15.pddl,FF, 0,  46561.3,        89.7,    7093.7
benchmarks/zenotravel,benchmarks/zenotravel/pfile15.pddl,PPsaFF-glcl,-1,  49429.2,        68.1,    8384.2
benchmarks/zenotravel,benchmarks/zenotravel/pfile15.pddl,PPsaFF-sync,-1,  76767.3,       154.7,  139550.4
benchmarks/zenotravel,benchmarks/zenotravel/pfile16.pddl,FF, 0,  83839.4,        75.7,   13793.4
benchmarks/zenotravel,benchmarks/zenotravel/pfile16.pddl,PPsaFF-glcl,-1,  89135.3,        79.6,   18067.7
benchmarks/zenotravel,benchmarks/zenotravel/pfile16.pddl,PPsaFF-sync,-1, 165460.6,       224.2,  283759.2
benchmarks/zenotravel,benchmarks/zenotravel/pfile17.pddl,FF, 0, 152432.1,       110.6,   35822.2
benchmarks/zenotravel,benchmarks/zenotravel/pfile17.pddl,PPsaFF-glcl,-1, 159863.7,       107.3,   22857.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile17.pddl,PPsaFF-sync,-1, 658307.8,       316.5,  881160.5
benchmarks/zenotravel,benchmarks/zenotravel/pfile18.pddl,FF, 0, 226320.6,       114.7,   17179.2
benchmarks/zenotravel,benchmarks/zenotravel/pfile18.pddl,PPsaFF-glcl,-1, 240946.2,       109.2,   16235.9
benchmarks/zenotravel,benchmarks/zenotravel/pfile18.pddl,PPsaFF-sync,-1, 379464.0,       249.8,  256993.4
benchmarks/zenotravel,benchmarks/zenotravel/pfile19.pddl,FF, 0, 353887.6,       134.4,   40611.9
benchmarks/zenotravel,benchmarks/zenotravel/pfile19.pddl,PPsaFF-glcl,-1, 368688.6,       137.0,   35223.4
benchmarks/zenotravel,benchmarks/zenotravel/pfile19.pddl,PPsaFF-sync,-1, 697573.3,       356.8,  339189.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile1.pddl,FF, 0,    202.2,         1.0,       4.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile1.pddl,PPsaFF-glcl,-1,    214.0,         1.0,       4.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile1.pddl,PPsaFF-sync,-1,    222.9,         1.0,       4.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile20.pddl,FF, 0, 486369.3,       223.5,   21964.7
benchmarks/zenotravel,benchmarks/zenotravel/pfile20.pddl,PPsaFF-glcl,-1, 540365.1,       164.1,   26000.8
benchmarks/zenotravel,benchmarks/zenotravel/pfile20.pddl,PPsaFF-sync,-1, 649670.0,       335.7,  145157.4
benchmarks/zenotravel,benchmarks/zenotravel/pfile2.pddl,FF, 0,    183.3,         9.0,      28.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile2.pddl,PPsaFF-glcl,-1,    204.2,         9.0,      28.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile2.pddl,PPsaFF-sync,-1,    193.3,         9.0,      28.0
benchmarks/zenotravel,benchmarks/zenotravel/pfile3.pddl,FF, 0,    491.2,        13.1,     344.9
benchmarks/zenotravel,benchmarks/zenotravel/pfile3.pddl,PPsaFF-glcl,-1,    772.1,        12.0,     736.3
benchmarks/zenotravel,benchmarks/zenotravel/pfile3.pddl,PPsaFF-sync,-1,    876.1,        18.5,     868.3
benchmarks/zenotravel,benchmarks/zenotravel/pfile4.pddl,FF, 0,    481.3,        18.4,     498.3
benchmarks/zenotravel,benchmarks/zenotravel/pfile4.pddl,PPsaFF-glcl,-1,    805.5,        15.6,     631.6
benchmarks/zenotravel,benchmarks/zenotravel/pfile4.pddl,PPsaFF-sync,-1,   1166.5,        21.7,    1586.6
benchmarks/zenotravel,benchmarks/zenotravel/pfile5.pddl,FF, 0,    649.3,        39.6,     309.7
benchmarks/zenotravel,benchmarks/zenotravel/pfile5.pddl,PPsaFF-glcl,-1,    892.9,        25.6,    1140.3
benchmarks/zenotravel,benchmarks/zenotravel/pfile5.pddl,PPsaFF-sync,-1,    887.8,        39.1,     636.6
benchmarks/zenotravel,benchmarks/zenotravel/pfile6.pddl,FF, 0,    669.8,        28.4,     353.6
benchmarks/zenotravel,benchmarks/zenotravel/pfile6.pddl,PPsaFF-glcl,-1,   1005.1,        25.9,    1529.2
benchmarks/zenotravel,benchmarks/zenotravel/pfile6.pddl,PPsaFF-sync,-1,   1105.5,        42.3,    1587.9
benchmarks/zenotravel,benchmarks/zenotravel/pfile7.pddl,FF, 0,    724.4,        29.9,     824.5
benchmarks/zenotravel,benchmarks/zenotravel/pfile7.pddl,PPsaFF-glcl,-1,   1043.8,        33.1,    2240.1
benchmarks/zenotravel,benchmarks/zenotravel/pfile7.pddl,PPsaFF-sync,-1,   1114.3,        46.1,    1718.2
benchmarks/zenotravel,benchmarks/zenotravel/pfile8.pddl,FF, 0,   1383.0,        20.4,     558.8
benchmarks/zenotravel,benchmarks/zenotravel/pfile8.pddl,PPsaFF-glcl,-1,   1516.3,        21.0,     918.3
benchmarks/zenotravel,benchmarks/zenotravel/pfile8.pddl,PPsaFF-sync,-1,   2429.4,        45.1,    8129.3
benchmarks/zenotravel,benchmarks/zenotravel/pfile9.pddl,FF, 0,   1573.3,        45.9,     923.9
benchmarks/zenotravel,benchmarks/zenotravel/pfile9.pddl,PPsaFF-glcl,-1,   1772.9,        32.3,    2140.8
benchmarks/zenotravel,benchmarks/zenotravel/pfile9.pddl,PPsaFF-sync,-1,   2195.7,        63.3,    3331.5
